epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.7567926554510436,0.4433937448544929,0.3432432722659583,0.4971166093542118,0.5958948897859133,0.49277998948911483
2,0.4192057091950765,0.6035960602200576,0.5110094333965767,0.36529900780831925,0.6373298647222246,0.5488293918547207
3,0.35618266773405416,0.6449181966597054,0.55705874069088,0.3590090374151866,0.6409322798787831,0.5531359442904327
4,0.3285989007595832,0.6727042727664038,0.5886008837047567,0.29374533906729533,0.7112941129528212,0.6295857415440483
5,0.3166216301925594,0.6853358142720867,0.6002033808207149,0.3064461115634803,0.6973476062477049,0.6128037747788252
6,0.28997341136868837,0.7160033902087187,0.6312045749220146,0.29950313541022217,0.7110050579514167,0.6252600055451345
7,0.2782643671681736,0.7296448169172113,0.6437414546454618,0.28132707565420806,0.7203556518587801,0.6383080619547252
8,0.2740189980545322,0.733844318063126,0.6508536157269164,0.28832079477683464,0.7162261665939833,0.636797351647413
9,0.2719343134064965,0.7354139814219499,0.650742159579611,0.25040886505986704,0.7605087660779857,0.6789029168360161
10,0.25635273098416134,0.7543607575790531,0.6693072268351685,0.24586491158815346,0.7683838124227043,0.6825019952022668
11,0.25043468941286734,0.760970500671319,0.6776030984551168,0.24843138516551316,0.7630457029198155,0.6795490132738845
12,0.2514018236569644,0.7596155352096268,0.6754492145353163,0.3005894386407101,0.7047870523399777,0.6194697684711881
13,0.24641101716587385,0.763968880406491,0.681151546878258,0.24923980871986862,0.7600554470160995,0.6793056447999646
14,0.24098952678103133,0.7707150952918881,0.6868757654718941,0.24560054086826064,0.7685498694578806,0.6844786444697717
15,0.24125020841354042,0.7709624881520489,0.6868967615862183,0.25682161289333094,0.7456024716598819,0.669154334926244
16,0.2342870427569762,0.7777533790635579,0.6961249222005079,0.2343230289642257,0.7786879066867057,0.6962696830130587
17,0.22291082697849587,0.7910713273559125,0.7090675988929526,0.2335733560976958,0.7799451739499064,0.6971112668815286
18,0.22490294445967915,0.7887439087865317,0.7063178466207485,0.22606163276265365,0.7822962502638499,0.705316597313592
19,0.22006399776351634,0.7942325679330051,0.7127995763333316,0.21069002858918123,0.8053368092185319,0.7244375200584682
20,0.21950790100745138,0.7947741800607159,0.71436794851032,0.23430147029534734,0.7750484985534591,0.6963932244765638
