epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.6935586627516045,0.41528518000135417,0.31995681996178355,0.4604561148267804,0.5710968729291946,0.4790879566672736
2,0.3725828408892385,0.5969190399734502,0.5008840114256452,0.31498344603813055,0.6400050499936338,0.5566275807754953
3,0.3031307809470874,0.6521222232864593,0.5648072488265594,0.28925941312553904,0.6648943746364598,0.5868199403346909
4,0.27520142325441244,0.6858436481147854,0.5981838433119246,0.2747254721594579,0.685215770295172,0.6017856937315729
5,0.2629190117574585,0.6994093207235869,0.6137660112477801,0.2781510607461737,0.6730691556565327,0.5996989783201192
6,0.2454294756924743,0.7197847392807152,0.636487315602714,0.232000424028045,0.7377334885826015,0.651447416367856
7,0.23814654185762865,0.7297331153741343,0.6454082951327871,0.22952758825638078,0.7403214459467415,0.6580317032457602
8,0.22784445389424485,0.7426084870009253,0.6573584390624525,0.22181745306259454,0.7468426880812404,0.6680370778071157
9,0.2273399074122234,0.7441414248973585,0.6586282368238807,0.2258025434884158,0.7415022972707797,0.6604906426686229
10,0.2131906375950817,0.761972191143157,0.6768043026101166,0.20409384979443115,0.772968165200166,0.6893896909073146
11,0.21230972760598066,0.7628525366940474,0.6779620186023906,0.21945679353343117,0.7565917186062745,0.6728380089155351
12,0.21154577366364788,0.7631715260786454,0.6795342799824506,0.2105944100202936,0.763139214479562,0.6807767944504516
13,0.20538513602565994,0.7718122631008855,0.6893207657004371,0.25247054855630857,0.7123092524331025,0.6293031091641899
14,0.2084324783858309,0.7676962179127078,0.6843596731648227,0.21030792887463715,0.7663519675984527,0.6803630316498304
15,0.19296783310961602,0.7877924483893487,0.705003897096905,0.19062370227442849,0.7895780705442332,0.7076190050804254
16,0.19347473899573844,0.7862274760219652,0.7038310544593686,0.20002316864150943,0.7756660418076948,0.6968558087493434
17,0.18898613022895633,0.7916643751151671,0.7087746310960218,0.198315476942243,0.7803745269775391,0.6983856447417327
18,0.18921252604819797,0.7919686781573416,0.7094139081572518,0.17953273646458232,0.8042685774841694,0.7227748840144186
19,0.1881781400082075,0.793130905646358,0.7108196365046622,0.20007489064727166,0.7795874792518038,0.6938390766430382
20,0.18506999206989247,0.7976599860614931,0.7148187564411744,0.2056411373795885,0.766301342333206,0.6900453313131525
