,A1,A2,A3,A4
axial,0.7059368702791028,0.7023495859614133,0.7251690023452917,0.7134751427891464
coronal,0.7059971828810502,0.7070052532544028,0.7192856411801537,0.7147810816762697
sagittal,0.7093272985016894,0.7161186121610287,0.734828927655866,0.6952722092529006
