threshold,mean_dice,mean_iou,n_samples
0.3,0.8060309413226721,0.7250990407499905,860
0.35,0.8063627056043882,0.7255501850933296,860
0.4,0.8067143520076867,0.7260815880311956,860
0.45,0.8068615582805848,0.7262929498509445,860
0.5,0.8068610968463469,0.7262975802352651,860
