threshold,mean_dice,mean_iou,n_samples
0.3,0.810664986455193,0.7297541821873936,860
0.35,0.8110922571187928,0.7304362384475381,860
0.4,0.8114165677931551,0.7309808623764709,860
0.45,0.8115278711159234,0.7312296211769433,860
0.5,0.8115787081299034,0.7314061354572764,860
0.55,0.8117458208150177,0.7317191427173018,860
0.6,0.811818214710782,0.7319526753487776,860
