epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.589165196049637,0.2967968990825896,0.21930511720077006,0.47947524864264207,0.28654327776960353,0.21768725698465727
2,0.33702586549641517,0.5234349665378556,0.41646571941484656,0.2740242290075379,0.5533633362957537,0.45705843193902324
3,0.25774337540423203,0.5718322644378934,0.4715168603937033,0.24353110624684227,0.5912656231900807,0.49518119387205184
4,0.23448678853018634,0.6021844002271667,0.5067957812154353,0.2303041291959358,0.6118378628685017,0.5228685832939891
5,0.21781593602774713,0.6303818368064571,0.5368452535819281,0.2271580785663441,0.6113457883741277,0.5259263312693556
6,0.20031795563734123,0.6597822574794595,0.5667588240301549,0.18571020320358902,0.6821254848745403,0.5946090332816845
7,0.18400397576240415,0.6872201878861123,0.5973041253495337,0.17324645384544074,0.7071248700823447,0.6188337112767528
8,0.17392456750881854,0.7045698598556712,0.613766116387953,0.1652771375245518,0.7209276484720635,0.6297838626184848
9,0.1639622121217287,0.7218380152876607,0.6315136991327789,0.15734393296368193,0.7377569318720789,0.6495708007403095
10,0.15665049969128847,0.7344650747207215,0.6448801938198545,0.15153882253651668,0.7429517447346389,0.6528078418488454
11,0.15311263961159638,0.740950305071579,0.6509027683795406,0.165885948510182,0.7332052591473165,0.6448601470752195
12,0.14651267070720342,0.7504800738870795,0.6610067560890605,0.1461924762098175,0.7503755559222867,0.6621957218105142
13,0.143141107832266,0.7570088641897676,0.6680376765313487,0.15817782335510158,0.7298252374836893,0.6441869687552404
14,0.14613939365041134,0.7523009118241102,0.6643428701132083,0.14820767754707673,0.7422436541981168,0.6630439543061786
15,0.13542436557788837,0.769557838663837,0.6821468552659611,0.16709922912596453,0.7142067271651644,0.6261172366864753
16,0.13321730323362774,0.7727510511572591,0.686508009578976,0.13092426607629867,0.7766603815435159,0.6894817632256132
17,0.12943691911109662,0.7794115050189991,0.6930610307582139,0.1412595940772632,0.7598557366867258,0.6759165745190899
18,0.1252187236878775,0.7863504110556568,0.6985656648571721,0.13477579340564483,0.7677974005540212,0.6841638925099613
19,0.12452013858683823,0.7883706612484104,0.7031401736179584,0.12631632888106384,0.785124279633917,0.7010702572085641
20,0.12428728020206321,0.7883220410286472,0.7027395342661039,0.1387682165197953,0.7662723919357917,0.676816116980832
