epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.7142069002395959,0.39502663417544387,0.2962470515867516,0.637288809424699,0.22906074815412952,0.17503462347034693
2,0.3703153064937761,0.6000965977380723,0.49970050640215125,0.3176016425243532,0.6371047660165156,0.5433414154985892
3,0.29332363291591557,0.6519874654294271,0.5611096143268691,0.2837618295893525,0.6690248172971858,0.5869330885375302
4,0.268966497617022,0.6803569449537297,0.5891688211920297,0.28020444783297455,0.674427559810067,0.5943334545940793
5,0.25372869481668253,0.6979331503513501,0.6107379272958349,0.28525841905914173,0.6638431184058367,0.5881978399674
6,0.2468648701528002,0.7070823212716785,0.6180768543996181,0.2930033300260101,0.6527755566016592,0.5722017649260133
7,0.22796028353236047,0.7317306120232278,0.6475018994305944,0.23411041919631187,0.7324426226092108,0.6533341268359711
8,0.23014256203083822,0.7280452438266144,0.6432743802439743,0.2399336998209809,0.7264145327017012,0.6486676790648036
9,0.2229689826744462,0.7385929902344186,0.6524666770914485,0.21733831911526544,0.7546572840273983,0.6733654422139881
10,0.21555950698740592,0.7478261821463629,0.6625223843579365,0.22688830282652017,0.7411804794512614,0.6628854067412892
11,0.2154423067828423,0.7480325679186032,0.663196237029763,0.2315952101289624,0.7359148845678628,0.6570623538485079
12,0.21048144954564002,0.7550121833981597,0.6691788281432263,0.2644732758929633,0.6926684030378708,0.6158735041666512
13,0.20828761366493811,0.7561814937797294,0.670624150010535,0.22481166006940784,0.7470511944607051,0.6629826491228258
14,0.20200753034220129,0.7670469430800017,0.6829439176974563,0.21584570979831194,0.7626908903170113,0.6756654702352755
15,0.20256527049968084,0.7662507032379886,0.680315797628485,0.20591596337129373,0.7708635035187307,0.6874592969513903
16,0.1912136093765346,0.7799517830011203,0.693838828484419,0.19209730512265002,0.7913267886397815,0.7077444406470867
17,0.1935591610328195,0.7771822058307338,0.6917154119553299,0.21607283706014807,0.7544595055808925,0.6765005992669048
18,0.18838638171251051,0.7853623630129142,0.7017522625965515,0.20466472851959142,0.7734640728343617,0.6913061716941872
19,0.1817750969551844,0.7923942456390652,0.7071754875673255,0.21543114892009532,0.7534871032188712,0.6804645885901545
20,0.19305573638320575,0.7760783385504321,0.6904989250269032,0.18983850665766783,0.7932914555674851,0.7110687443102249
