epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.602850606977032,0.328938358193878,0.24121176421661214,0.46396718603191955,0.4347098068606974,0.3098714847700915
2,0.3381863273491109,0.5243087061846317,0.41756607646945165,0.28828909978120015,0.5789938885671547,0.4704025173548026
3,0.2831210587457352,0.5699301092757791,0.46922024914304616,0.27978877173830763,0.5815520082797968,0.47091888427155826
4,0.2522136383704123,0.6145102565512439,0.5189896874923996,0.2732440051105287,0.5763308994985116,0.49644531464123437
5,0.23349568232667023,0.6435411169292963,0.549799666792003,0.22681267740148486,0.6526007409415987,0.5654528419225278
6,0.22124730849515667,0.6617938241528981,0.5707902323624809,0.2522735832767053,0.6137115599574625,0.5179031029783984
7,0.20998046067803341,0.6793804818452313,0.590765544378818,0.21150681587180706,0.6762045727083241,0.5952507118177147
8,0.2020024080491308,0.6922712552971041,0.6032606705191171,0.21875160465938875,0.6652747716289297,0.579106027958943
9,0.1851041899322707,0.7206858696822588,0.6300166153968288,0.1930950962458596,0.7086033264193872,0.6182355822035761
10,0.17579602371655442,0.7350492443378807,0.6456515695994276,0.17223210399500047,0.7426853684162853,0.6544086601999071
11,0.1693100940133563,0.745022917837661,0.654713122032318,0.17334446691051877,0.7352675542686925,0.6533471895287736
12,0.1673045836975278,0.7487807925885099,0.6587622126346917,0.21694312910690453,0.6646320007064126,0.5761192775133884
13,0.161980264087392,0.755881196956344,0.6668164478945853,0.1572498240404659,0.7664490543832683,0.6770567656165422
14,0.1562020835386315,0.7662166476552257,0.6780425555209824,0.16930123964192892,0.749196449915568,0.6561587794561579
15,0.1561961644494594,0.7661636259955198,0.6777278222710953,0.15107477501486288,0.7759989686686584,0.6876935483229281
16,0.14860017790558375,0.777538021355111,0.6895873587446164,0.14756599424237554,0.7768750004094056,0.695973358371041
17,0.14920016595630475,0.7769309131778436,0.6890503041030187,0.15612437320177,0.7676318363107816,0.6811064806851473
18,0.1421474920311555,0.7877318866664383,0.7013655034116077,0.17415772446177222,0.7364284501533316,0.6517908199869021
19,0.14300165996711872,0.786114637773049,0.7001354743532723,0.16185896742072972,0.7561586276449338,0.6770830583391767
20,0.1446848404002825,0.7843163043714417,0.6970726371870428,0.14401081166785173,0.7841013778339733,0.7014120483037197
