threshold,mean_dice,mean_iou,n_samples
0.3,0.7876976176366342,0.700573293551584,860
0.35,0.7878136469016728,0.700990851011282,860
0.4,0.7880907277797851,0.7014255194339212,860
0.45,0.7881785619804229,0.7017865146085885,860
0.5,0.7880906895514679,0.7017926569074688,860
