epoch,train_loss,train_dice,train_iou,eval_loss,eval_dice,eval_iou
1,0.8840304613113403,0.05225314572453499,0.027176115661859512,0.8196328282356262,0.05779610946774483,0.03018934465944767
2,0.8556641340255737,0.07600653916597366,0.040297675877809525,0.8206408619880676,0.05722905322909355,0.02986907958984375
3,0.8342539072036743,0.1108422726392746,0.06046266108751297,0.8215333223342896,0.05722905322909355,0.02986907958984375
4,0.8162057399749756,0.12897135317325592,0.07169484347105026,0.8226901888847351,0.05722905322909355,0.02986907958984375
5,0.8022930026054382,0.14305651187896729,0.08076301962137222,0.8242051601409912,0.05722905322909355,0.02986907958984375
6,0.7900797724723816,0.15919692814350128,0.09155739843845367,0.8258427381515503,0.05722905322909355,0.02986907958984375
7,0.7786422967910767,0.19261126220226288,0.11561740934848785,0.8275207877159119,0.05722905322909355,0.02986907958984375
8,0.7667174339294434,0.20366670191287994,0.12401941418647766,0.8292065262794495,0.05722905322909355,0.02986907958984375
9,0.7523398399353027,0.24435444176197052,0.1561201512813568,0.830707311630249,0.05722905322909355,0.02986907958984375
10,0.7447965741157532,0.30307185649871826,0.20745524764060974,0.8316830396652222,0.05722905322909355,0.02986907958984375
11,0.7353174686431885,0.3599427342414856,0.2604816257953644,0.8322612047195435,0.05722905322909355,0.02986907958984375
12,0.7284356355667114,0.389071524143219,0.29370397329330444,0.8319733142852783,0.05723074451088905,0.029870033264160156
13,0.7219909429550171,0.38173907995224,0.3045678734779358,0.8306924700737,0.05727053061127663,0.029892493039369583
14,0.7180010676383972,0.3989184498786926,0.3305063247680664,0.8284504413604736,0.05731501802802086,0.029944859445095062
15,0.7141761779785156,0.3994571268558502,0.33324211835861206,0.8253483772277832,0.044304363429546356,0.023127708584070206
16,0.711026668548584,0.4195115566253662,0.361438512802124,0.8214743733406067,0.0057551139034330845,0.002905449364334345
17,0.7082744836807251,0.42675864696502686,0.3724324107170105,0.8169112205505371,2.6463436370249838e-05,1.323312426393386e-05
18,0.7059698700904846,0.4302634000778198,0.37825316190719604,0.8116490244865417,1.6051375506531684e-11,1.6051375506531684e-11
19,0.7032402157783508,0.4263889193534851,0.3720880150794983,0.8059632182121277,2.155292957994881e-11,2.155292957994881e-11
20,0.7012209892272949,0.4325297772884369,0.38128215074539185,0.8001664876937866,6.836118476849506e-11,6.836118476849506e-11
21,0.6993225812911987,0.44063040614128113,0.3940221071243286,0.7944362163543701,1.210722910816031e-10,1.210722910816031e-10
22,0.6976521611213684,0.44531646370887756,0.4014778137207031,0.7888286113739014,1.9886596536178303e-10,1.9886596536178303e-10
23,0.6958880424499512,0.4465476870536804,0.40345147252082825,0.7835966348648071,2.05928357699392e-10,2.05928357699392e-10
24,0.6939752101898193,0.49651315808296204,0.4327874183654785,0.7778664231300354,0.0016464912332594395,0.0008259834721684456
25,0.6912428736686707,0.5604187250137329,0.48274752497673035,0.77181077003479,0.04914899170398712,0.028286023065447807
26,0.6894721984863281,0.5819388628005981,0.4960523545742035,0.7668750286102295,0.023918267339468002,0.012495838105678558
27,0.6881228089332581,0.6173655986785889,0.5362145900726318,0.7613261938095093,0.09460131078958511,0.05441373214125633
28,0.6845856308937073,0.6242421865463257,0.5439893007278442,0.756017804145813,0.16144010424613953,0.09906724095344543
29,0.6840242743492126,0.6086963415145874,0.530792236328125,0.75079745054245,0.18076731264591217,0.11250613629817963
30,0.6815844178199768,0.6262785196304321,0.5491205453872681,0.7467001676559448,0.16936556994915009,0.11233653128147125
31,0.6804920434951782,0.657545804977417,0.5889771580696106,0.7436848878860474,0.16295194625854492,0.1037781834602356
32,0.6784156560897827,0.6442175507545471,0.5701119899749756,0.7402938604354858,0.18621394038200378,0.11663408577442169
33,0.6770272254943848,0.6315600872039795,0.555019199848175,0.7370913028717041,0.19611552357673645,0.12498240172863007
34,0.6754923462867737,0.6345813274383545,0.5592519044876099,0.7349656224250793,0.19372296333312988,0.12454590201377869
35,0.6739745736122131,0.6419788599014282,0.5675183534622192,0.733381986618042,0.19183148443698883,0.12380856275558472
36,0.6726559400558472,0.6490213871002197,0.5756793022155762,0.7313463687896729,0.1952500194311142,0.12609463930130005
37,0.671116292476654,0.6482385396957397,0.5742756128311157,0.7296921014785767,0.18935737013816833,0.12016215175390244
38,0.6696642637252808,0.6487536430358887,0.5760312080383301,0.727103590965271,0.18264323472976685,0.11438292264938354
39,0.6682714223861694,0.651170015335083,0.5807806253433228,0.7239726781845093,0.1935996413230896,0.12409669160842896
40,0.666819155216217,0.6565883159637451,0.5885964632034302,0.7222068309783936,0.2113257795572281,0.13909929990768433
41,0.6654659509658813,0.6607921123504639,0.5938231945037842,0.7205793261528015,0.21066711843013763,0.13889634609222412
42,0.6640458106994629,0.6647666096687317,0.6000920534133911,0.7184120416641235,0.20622234046459198,0.13517078757286072
43,0.662617564201355,0.6668973565101624,0.6034872531890869,0.7141190767288208,0.21731506288051605,0.14658620953559875
44,0.6612321138381958,0.6701478958129883,0.6088257431983948,0.7096372842788696,0.2407381534576416,0.16727283596992493
45,0.6598396301269531,0.6698542833328247,0.608264684677124,0.7069671154022217,0.252606064081192,0.17706702649593353
46,0.6583964824676514,0.667925238609314,0.6048159599304199,0.7009557485580444,0.28075599670410156,0.2003004252910614
47,0.6568886041641235,0.6800909042358398,0.6140375733375549,0.6963658332824707,0.3044581711292267,0.2220200002193451
48,0.6553865671157837,0.7191113829612732,0.6431550979614258,0.6937954425811768,0.33238035440444946,0.24240607023239136
49,0.6537930965423584,0.721954345703125,0.6422363519668579,0.6893345713615417,0.3966001868247986,0.2922067642211914
50,0.652008056640625,0.7470407485961914,0.6651118993759155,0.6836738586425781,0.46828335523605347,0.3577752113342285
51,0.6501827239990234,0.7463201284408569,0.665360689163208,0.6789494752883911,0.5341486930847168,0.4173988699913025
52,0.6487138271331787,0.7560187578201294,0.6782869100570679,0.6755515933036804,0.5440312623977661,0.42165133357048035
53,0.647368848323822,0.7709251046180725,0.6970827579498291,0.672954797744751,0.6026027202606201,0.47971397638320923
54,0.6459173560142517,0.8338217735290527,0.7356165647506714,0.6746234893798828,0.5262603759765625,0.401570588350296
55,0.644670844078064,0.8383264541625977,0.7388904690742493,0.6695017218589783,0.5795459747314453,0.45203644037246704
56,0.6419875025749207,0.8512833118438721,0.7541463375091553,0.6646414399147034,0.6042686700820923,0.47173142433166504
