epoch,train_loss,train_dice,train_iou,eval_loss,eval_dice,eval_iou
1,1.0775985717773438,0.05225314572453499,0.027176115661859512,1.0184392929077148,0.05785205215215683,0.03022477962076664
2,1.0473335981369019,0.07380247861146927,0.03908049315214157,1.0193696022033691,0.05722905322909355,0.02986907958984375
3,1.0236899852752686,0.1122109442949295,0.06126571446657181,1.020261526107788,0.05722905322909355,0.02986907958984375
4,1.0029041767120361,0.12880593538284302,0.07145063579082489,1.0214701890945435,0.05722905322909355,0.02986907958984375
5,0.9889993667602539,0.14925894141197205,0.08439700305461884,1.0226575136184692,0.05722905322909355,0.02986907958984375
6,0.9736233949661255,0.16916976869106293,0.09789115190505981,1.0239481925964355,0.05722905322909355,0.02986907958984375
7,0.9575217962265015,0.20730894804000854,0.12490648776292801,1.0253098011016846,0.05722905322909355,0.02986907958984375
8,0.9393366575241089,0.2563726305961609,0.1604767143726349,1.0263811349868774,0.05722905322909355,0.02986907958984375
9,0.9238433837890625,0.29910460114479065,0.19209334254264832,1.0273478031158447,0.05722905322909355,0.02986907958984375
10,0.9115814566612244,0.4169224500656128,0.28591617941856384,1.0274245738983154,0.05722905322909355,0.02986907958984375
11,0.90090411901474,0.5225344896316528,0.3782362639904022,1.0268583297729492,0.05723240226507187,0.029870903119444847
12,0.8889605402946472,0.5912595987319946,0.44638434052467346,1.0250084400177002,0.05723240226507187,0.029870903119444847
13,0.8780819177627563,0.655346155166626,0.5146836638450623,1.0223565101623535,0.05794498324394226,0.030260704457759857
14,0.8719878792762756,0.7711637020111084,0.6404276490211487,1.019221305847168,0.05703974887728691,0.030054345726966858
15,0.8616054058074951,0.7653630375862122,0.6329864263534546,1.015133261680603,0.00023272051475942135,0.00011646868370007724
16,0.8587018847465515,0.7484928965568542,0.6165554523468018,1.0103129148483276,7.869832563400792e-11,7.869832563400792e-11
17,0.8504703640937805,0.8061062097549438,0.6879476308822632,1.0052372217178345,2.1304311093039985e-10,2.1304311093039985e-10
18,0.8445654511451721,0.8379001617431641,0.7279707789421082,0.9999430179595947,2.2985428838051547e-10,2.2985428838051547e-10
19,0.8365173935890198,0.8138521313667297,0.7004027366638184,0.9944713115692139,3.4183422759070936e-10,3.4183422759070936e-10
20,0.833869457244873,0.816881000995636,0.7032261490821838,0.9891351461410522,3.434884043862496e-10,3.434884043862496e-10
21,0.8280242681503296,0.8422672748565674,0.7347517609596252,0.9841259121894836,3.434884043862496e-10,3.434884043862496e-10
22,0.822180986404419,0.8524479866027832,0.7495478391647339,0.9794828295707703,3.434884043862496e-10,3.434884043862496e-10
23,0.8185014128684998,0.8445501327514648,0.7388057112693787,0.9749698638916016,3.434884043862496e-10,3.434884043862496e-10
24,0.8122898936271667,0.8609691262245178,0.7621909976005554,0.9707695245742798,3.434884043862496e-10,3.434884043862496e-10
25,0.8078168630599976,0.8687532544136047,0.7728452682495117,0.9671870470046997,3.434884043862496e-10,3.434884043862496e-10
26,0.8024238348007202,0.8663113713264465,0.7700574398040771,0.9639043807983398,3.434884043862496e-10,3.434884043862496e-10
27,0.7976320385932922,0.8761997818946838,0.7841259241104126,0.9608866572380066,3.434884043862496e-10,3.434884043862496e-10
28,0.7981477975845337,0.8742295503616333,0.7795472145080566,0.958113431930542,3.434884043862496e-10,3.434884043862496e-10
29,0.7998242378234863,0.8583371639251709,0.7569066286087036,0.9554353952407837,3.434884043862496e-10,3.434884043862496e-10
30,0.7843552827835083,0.8886631727218628,0.8036503791809082,0.9527449607849121,3.434884043862496e-10,3.434884043862496e-10
31,0.7847120761871338,0.8809726238250732,0.7911291718482971,0.9501239657402039,3.434884043862496e-10,3.434884043862496e-10
32,0.7775053977966309,0.8882166147232056,0.8029556274414062,0.9475932717323303,3.434884043862496e-10,3.434884043862496e-10
33,0.7749366164207458,0.8876833915710449,0.8021953105926514,0.945205807685852,0.000244140945142135,0.0001221899874508381
34,0.7695325016975403,0.8980002999305725,0.8183300495147705,0.9423026442527771,0.012314126826822758,0.006476050708442926
