epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.7506666355931819,0.26802061391933507,0.19484456281668786,0.6521461034061933,0.3107694840585493,0.20713566146870943
2,0.47231945902260425,0.48749625731997076,0.3859215767931212,0.46150157006099973,0.4865419589867345,0.36944831101543674
3,0.387363360126309,0.5634443259935089,0.4676947057776645,0.3693016323477331,0.5827464306929309,0.4914180103935198
4,0.3603061563737199,0.5943860539854481,0.49981915882698774,0.34566022636312427,0.6079809949437875,0.5223647684922784
5,0.3416226567880151,0.6166723727953011,0.5261071919638494,0.3502262443906129,0.5977960810219755,0.5132731449835645
6,0.32487015800578944,0.6388695468454797,0.5484509007806705,0.38145277889991047,0.567061474226942,0.4773997330304348
7,0.31206077951843364,0.6562524067266339,0.5668643028451706,0.31657881297246376,0.6559363910316894,0.5623103801697267
8,0.3010316465220173,0.6711827668593014,0.5821555260625587,0.29690881675542,0.6738608782320763,0.5898582655983516
9,0.28831433966226383,0.68796400445972,0.6021893295237255,0.292060215364803,0.6872931897188678,0.59718242558566
10,0.27955916975884876,0.7000152262939414,0.6128968943647927,0.2952414183604597,0.678155143190213,0.5901346112780198
11,0.26848623347539585,0.7155479716921821,0.627082215726073,0.27751258339243706,0.6967966823716356,0.6200512027217433
12,0.26760800300062004,0.7163245522885153,0.6284941693550439,0.2990737660515188,0.6683655471512766,0.5909361931109669
13,0.2581472993842539,0.7279561151405276,0.6429492356964779,0.2684729636618585,0.72226122774259,0.6262900608055519
14,0.24933808637300725,0.7401851427736621,0.6543403964508608,0.2772566701727684,0.7038881446263103,0.6125613463609808
15,0.24631967544933867,0.7436387014721856,0.6592937805477133,0.24735803202246176,0.740624856504828,0.6591301425783471
16,0.24211091555768463,0.7497901523930167,0.6647642566467905,0.2580764995078848,0.7211780661735872,0.6475783126297021
17,0.23505613395027097,0.7581720464120661,0.6743372186337631,0.23706892862765475,0.7557885788305841,0.6717797880521928
18,0.23495736973464187,0.7582434881005795,0.6750637677871636,0.24356894067140542,0.7394858950165787,0.6667091226713224
19,0.2363245418947663,0.7562875461759906,0.6729952685421493,0.2364987793444383,0.74943433656837,0.6747225473324457
20,0.23293676860819612,0.7612604148648112,0.6777189595596439,0.22782984225436895,0.7647147094360506,0.6848894034070198
